total_trades,winrate,total_pnl_pct,avg_profit_pct,median_profit_pct,profit_factor,expectancy_pct,avg_win_pct,avg_loss_pct,max_drawdown_pct,equity_multiple,avg_minutes,long_share,exit_trailing_stop,skipped_overlap,skipped_trend,skipped_no_prices,skipped_no_atr,n_signals_in
1,100.0,0.66,0.664,0.664,inf,0.664,0.664,0.0,0.0,1.0066,302.0,100.0,1,1,81,0,0,83
