total_trades,winrate,total_pnl_pct,avg_profit_pct,median_profit_pct,profit_factor,expectancy_pct,avg_win_pct,avg_loss_pct,max_drawdown_pct,equity_multiple,avg_minutes,long_share,exit_trailing_stop,exit_stop_loss,exit_timeout,skipped_overlap,skipped_trend,skipped_no_prices,skipped_no_atr,n_signals_in
81,54.32,63.94,0.789,0.195,2.615,0.789,2.353,-1.07,-4.48,1.8225,288.2,53.1,39,27,15,349,1048,3,0,1481
