total_trades,winrate,total_pnl_pct,avg_profit_pct,median_profit_pct,profit_factor,expectancy_pct,avg_win_pct,avg_loss_pct,max_drawdown_pct,equity_multiple,avg_minutes,long_share,exit_trailing_stop,exit_stop_loss,exit_timeout,skipped_overlap,skipped_trend,skipped_no_prices,skipped_no_atr,n_signals_in
4,75.0,1.89,0.472,0.094,3.563,0.472,0.876,-0.737,0.0,1.0187,82.0,100.0,2,1,1,1,4,0,0,9
